File name                     Graph size  Result
graph_791_0.4_8.txt           791         352       found     
graph_150_0.6_7.txt           150         65        found     
graph_261_0.8_2.txt           261         126       found     
graph_16_1_0.txt              16          10        not found 
graph_322_0.2_4.txt           322         30        found     
graph_627_0.6_0.txt           627         602       found     
graph_732_0.2_2.txt           732         91        found     
graph_54_0.2_3.txt            54          3         found     
graph_571_0.2_2.txt           571         82        found     
graph_644_0.2_9.txt           644         116       found     
graph_970_0.4_3.txt           970         950       found     
graph_292_0.6_4.txt           292         138       found     
graph_584_0.2_5.txt           584         101       found     
graph_294_0.4_2.txt           294         66        found     
graph_812_0.6_9.txt           812         2075      found     
graph_866_0.8_2.txt           866         4288      found     
graph_819_0.2_0.txt           819         132       found     
graph_748_0.2_0.txt           748         102       found     
graph_889_0.6_5.txt           889         1693      found     
graph_973_0.8_2.txt           973         6524      found     
graph_370_1_0.txt             370         -         timed out 
graph_756_0.4_2.txt           756         381       found     
graph_544_0.6_7.txt           544         446       found     
graph_430_0.2_7.txt           430         58        found     
graph_326_0.6_8.txt           326         178       found     
graph_349_0.6_0.txt           349         141       found     
graph_985_0.2_0.txt           985         164       found     
graph_21_0.2_1.txt            21          2         found     
